https://www.zomato.com/bangalore/aramane-restaurant-bannerghatta-road-bangalore?context=eyJzZSI6eyJlIjpbIjE4NzQ0MjYzIiwiMTgyODA1OTciLCIxODY2Nzk0NyIsIjE4NjA4MjQ4IiwxODY3OTY4MywiMTg2MDI4ODAiLCIxODgwNzgyOSIsIjE4Njg0MTcxIiwiMTg4NTgwNTUiLCIxODYyMjU1NSIsIjE4NzA5NzE3IiwiMTgzMzk4NzciLCIxODYwOTI3NSIsIjE4NzUxMDQ1IiwiMTg4MjIzMDAiLCIxODcyNzEyNSIsIjYwNzcyIiwiMTg3MTAxMzAiLCI2MDEzOSIsIjE4NjMyNzY4IiwiNTQ0MDciLCIxODkxNzc2OSIsIjE4NDA3ODg5Il0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCVE0ifX0=,"154/9, Bannerghatta Main Rd",Aramane Restaurant,Yes,Yes,2.9/5,90,+91 8043027998,bannerghatta road,Casual Dining,Afghan Chicken,"North Indian, South Indian, Seafood, Biryani, Chinese",800,"\"[('Rated 2.0', \"\"RATED\\n  Service is very bad. The waiters don't know what they are serving. Asking them about the food is pointless as they don't even know what we tell. The ambience is good. There are only 4 waiters for the whole place due to which the attention per table is less. Food quality is good and affordable.\"\")",('Rated 4.0','RATED\n  Had biriyani with friends,good ambience. Kebab was also good. Shall come again and visit. I shall be coming again with friends to taste the other menus')
https://www.zomato.com/bangalore/bhojon-tripti-bannerghatta-road-bangalore?context=eyJzZSI6eyJlIjpbIjE4NjAyODgwIiwiMTg4MDc4MjkiLCIxODY4NDE3MSIsIjE4ODU4MDU1IiwxODYyMjU1NSwiMTg3MDk3MTciLCIxODMzOTg3NyIsIjE4NjA5Mjc1IiwiMTg3NTEwNDUiLCIxODgyMjMwMCIsIjE4NzI3MTI1IiwiNjA3NzIiLCIxODcxMDEzMCIsIjYwMTM5IiwiMTg2MzI3NjgiLCI1NDQwNyIsIjE4OTE3NzY5IiwiMTg0MDc4ODkiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJUTSJ9fQ==,"E/1/145 BTS layout, Arekere, Bannerghatta Road, Bangalore",Bhojon Tripti,Yes,No,2.9/5,24,+91 890443894,bannerghatta road,Quick Bites,,"Bengali, North Indian",300,"\"[('Rated 1.0', 'RATED\\n  worst kebabs ever.Had got kebabs today. It was over cooked( burnt). Full black in color . And also was smelling fish as it was fried in fish oil . The restaurant apologized . But was disappointed'), ('Rated 1.0', 'RATED\\n  Giving 1 star, since they re reluctant to deliver if u order for only 1-2 people....if u call them, their common excuse is to book through zomato which always shows \"\"closed for ordering\"\".....nice alibi....no wonder why Bengali\\'s don\\'t fare well in doing business !')",('Rated 1.0','RATED\n  Ordered mughlai paratha. Worst quality. Half of it was burnt. The worst mughlai paratha i ever had. Threw away most of it. Try to avoid this restaurant.'),('Rated 1.0'
https://www.zomato.com/bangalore/shree-guru-juice-n-ice-bannerghatta-road-bangalore?context=eyJzZSI6eyJlIjpbIjE4NzYwMzg4IiwiNTkyMDciLCIxODcyODE5NSIsIjE4Njg3NjU4IiwxODgzMzY5OSwiMTg4MjE3NTAiLCIxODg1MTc4OCIsIjE4OTIyMjQ4IiwiMTg4NjY4ODkiLCIxODQxMjE0MCIsIjE4NDM5NjQyIiwiNTU4NjgiLCI1NDYxNyIsIjYwNDA4IiwiMTgzMDU2MTYiLCIxODMzMzE1OSIsIjE4MzQ2MzQzIiwiMTgzNTk5MTUiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJUTSJ9fQ==,"No. 267, Near Ayyappa Swamy Temple, MSRS Nagar, Vijaya Bank Layout, Bilekahalli, Bannerghatta Road, Bangalore",Shree Guru Juice 'N' Ice,Yes,No,3.3/5,5,+91 797862731,bannerghatta road,Quick Bites,,"Fast Food, Chinese, Beverages",250,"\"[('Rated 5.0', 'RATED\\n  I went there very frequently. I have tried  paneer paratha , aloo paratha, pavbhaji , panipuri and paneer roll at different occasion.  Most of the times i ordered paratha. Parathas are really tasty and reasonably priced as well. They serve it with garlic chutney and curd. garlic chutney is too good.  This is a pure veg restaurant'), ('Rated 2.0', \"\"RATED\\n  Pathetic taste","we ordered mutton sukka n we felt it's better to chew MRF Tyre then the mutton served there.! Also place is not hygiene.! Not thinking about visiting again.. just waste if time n money\"\")]\"",[],Delivery
https://www.zomato.com/bangalore/cakeport-bannerghatta-road?context=eyJzZSI6eyJlIjpbIjE4NzUxMDQ1IiwiMTg3MzQwMjUiLCIxODYwNTMwNiIsIjE4NTUxNTkyIiw2MTI0NCwiMTg1NTg0MjQiLCIxODYzNTU4NSIsIjU3NTAzIiwiMTgzNzc3MDAiLCIxODI5NzI0NSIsIjE4Njc4Njg4IiwiMTgzNjI0MjMiLCIxODYwODk5MyIsIjE4NTkxMzU0IiwiMTg2NTM5MTkiLCIxODY2NzQwMiJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQlRNIn19,"Ground Floor, Gopalan Innovation Mall, Bannerghatta Road, Bangalore",Cakeport,Yes,No,,0,+91 9036500001,bannerghatta road,Bakery,,Bakery,400,"\"[('Rated 1.0', \"\"RATED\\n  They haven't given me chance to even taste there cake to give a review. I am damn sure that the cake will taste as pathetic as the store attendant and the owners behavior. Extremely arrogant and rude behavior as if they are doing some favor by opening a cake shop in a mall. Never gonna visit this shop and will make sure non of my friend circle and known people will visit them. There are many good cake shops near by which provide excellent cakes with great service.\"\")",('Rated 2.5',"\"\"RATED\\n  We ordered a orange butterscotch and strawberry cheesecake which came in a disposable paper plate with a disposable plastic spoon. They don't the facility to dine in but I think at least a chair or two is necessary. The service is quick and good. The strawberry cheesecake didn't appeal to my taste buds at all although the crust was comparatively good.\\n\\nThe orange butterscotch had a very slight flavour of orange which cannot be detected with the heavy butterscotch flavour and it had a layer of mango jelly on the top which spoiled the entire taste. We had to remove the mango jelly to eat the orange butterscotch pastry.\\n\\nThere are better desserts places that provide amazing pastries and other bake goods at almost the same price. I wouldn't recommend this place to anyone who wants to enjoy a decent pastry at a reasonable price.\"\")]\"","['Death By Chocolate Cake', 'White Truffle Cake', 'Blueberry Cake', 'Pineapple Delight Cake', 'Black Forest Cake', 'Choco Almond Cake', 'White Cheese Cake', 'Strawberry Marque Cake', 'Chocolate Cheese Cake', 'Almond Exotic Cake', 'Tiramisu Cake', 'Melting Celebration Cake', 'Pure Chocolate Cake', 'Mango Cheese Cake', 'Kit Kat Pastry', 'Orange Cheesecake', 'Death By Chocolate Cake', 'Opera Cake', 'Milk Chocolate Cake', 'Caramel Pastry', 'Choco Caramel Cake', 'Rich Chocolate Cake', 'Mixed Fruit Cake', 'Choco Duke Cake', 'German Forest Cake', 'Italian Cassata Cake', 'German Choco Cake', 'Fruit Forest Cake', 'Cheese Cake', 'Choco Vanilla Cake', 'Truffle Cake', 'Orange Butterscotch Cake', 'Choco Check Cake', 'White Truffle Cake', 'Kiwi Cake', 'Blueberry Cake', 'Rainbow Cake', 'Black Current Cake', 'Litchi Cake', 'Orange Cake', 'Pineapple Delight Cake', 'White Forest Cake', 'Black Forest Cake', 'Strawberry Cake', 'Mango Cake']"
https://www.zomato.com/bangalore/malhar-maharashtrian-cuisine-bannerghatta-road?context=eyJzZSI6eyJlIjpbIjE4ODc3NzI0IiwiMTg5MDk5NzgiLCI1Nzk0MSIsIjE4NjI0OTUyIiwxODQ3MDg3MywiMTg2MDkxOTkiLCIxODYzMTM3NSIsIjUxMjIzIiwiNTQ0NTYiLCIxODg5NTg0OSIsIjE4MzA0NzIxIiwiMTg2NDc3ODYiLCIxODY1MDMyNiIsIjU4MjEyIiwiMTg2ODgxNTAiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJUTSJ9fQ==,"16, Survey Number 13, Omkar Nagar, Arekere, Bannerghatta Road, Bangalore",Malhar Maharashtrian Cuisine,Yes,No,4.0/5,101,+91 988008209,bannerghatta road,Casual Dining,"Brinjal Curry, Misal Pav, Chicken Thali, Chicken Kolhapuri, Sabudana Vada, Veg Thali",Maharashtrian,500,"[('Rated 4.0', 'RATED\\n  One of the simple and sweet place that you will find in the vicinity. Simply the best and most pocket friendly maharashtrian food in Bangalore. The pavs are authentic and delicious.'), ('Rated 4.0', 'RATED\\n  Ambience- Average \\nFood - good \\nService - good \\n\\nWe went there for lunch. Tried chicken thali and chapati with sev bhaji (Curry with thick sev).\\nIt was good. Curries are tasty(It is better to ask them to add less oil). Chapatis are soft( Just like home made chapatis)\\n\\nAlong with that we had solkadhi (It is a Maharashtrian drink made with coconut milk , spices and kokam). It is very refreshing.\\n\\nPuranpoli is ok. But too thick.\\n\\nOverall nice experience.')]",[],Delivery,BTM
https://www.zomato.com/bangalore/the-breakfast-adda-bannerghatta-road-bangalore?context=eyJzZSI6eyJlIjpbIjU4NzYwIiwiMTg3NTU2MDUiLCIxODc5NjQ4OSIsIjE4ODAwMzU4IiwxODgyNTYwMiwiMTg5MDQ1NzAiLCIxODY4MzQ4OCIsIjE4Njk5NjkzIiwiNTE5NzIiLCIxODgwMTU4OSIsIjE4NTkzNzgzIiwiMTg1NTM1MTAiLCI1ODA3NCIsIjU4ODMwIiwiMTg5Mzk4MzkiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJUTSJ9fQ==,"115, 7th Cross, Bilekehalli, Bannerghatta Road, Bangalore",The Breakfast Adda,Yes,No,,0,+91 988614447,bannerghatta road,Delivery,,Continental,250,[],[],Delivery,BTM
https://www.zomato.com/bangalore/kabab-treat-bannerghatta-road?context=eyJzZSI6eyJlIjpbIjUxOTcyIiwiMTg4MDE1ODkiLCIxODU5Mzc4MyIsIjE4NTUzNTEwIiw1ODA3NCwiNTg4MzAiLCIxODkzOTgzOSIsIjE4ODQ4MTgxIiwiMTgzNTk4OTgiLCIxODc0MjU2MCIsIjE4NDYwMDY0IiwiMTg3NjUzMzEiLCIxODc3NDM2MyIsIjE4NjQ1ODAwIiwiMTg2NDc4MjAiLCI2MDQ3MiIsIjE4NzY0MTUwIiwiMTg5MTAwNDAiLCIxODIzNzg5MiIsIjU4NDEzIl0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCVE0ifX0=,"Arekere Village, 80 Feet Road, Opposite Paramount Apartments, Bannerghatta Road, Bangalore",Kabab Treat,Yes,No,2.8/5,335,080 3925740,bannerghatta road,Casual Dining,"Biryani, Tandoori Chicken, Chicken Grill, Shawarma Roll","North Indian, Chinese",500,"\"[('Rated 2.0', 'RATED\\n  Every Chicken gravey tastes the same or no taste at all. The owner is from kerela, still the kerela parotha here is below average. The dry items including Shawarma roll are just ok'), ('Rated 1.0', \"\"RATED\\n  NOT GOOD FOOD",Not at all polite staff,being self service is not an issue,but here it takes ages to get your food.... Ordered chicken kebab for starter
https://www.zomato.com/bangalore/kolkata-famous-kati-rolls-bannerghatta-road?context=eyJzZSI6eyJlIjpbIjE4NDYwMDY0IiwiMTg3NjUzMzEiLCIxODc3NDM2MyIsIjE4NjQ1ODAwIiwxODY0NzgyMCwiNjA0NzIiLCIxODc2NDE1MCIsIjE4OTEwMDQwIiwiMTgyMzc4OTIiLCI1ODQxMyIsIjE4NTc3OTU4IiwiMTg2NjA1MTUiLCIxODU5OTYwNiIsIjE4NjY1NTA1IiwiMTg2NjI2NjMiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJUTSJ9fQ==,"Opposite IBM, Near Big Bazar, Bannerghatta Road, Bangalore",Kolkata Famous Kati Rolls,Yes,No,3.1/5,25,nan,bannerghatta road,"Takeaway, Delivery",,"Fast Food, Rolls",100,"[('Rated 5.0', 'RATED\\n  polite and good service'), ('Rated 4.0', 'RATED\\n  good roles'), ('Rated 1.0', 'RATED\\n  verry bad worst packing'), ('Rated 5.0', 'RATED\\n  food was so delicious. ? thank you so much'), ('Rated 1.0', 'RATED\\n  not so great food'), ('Rated 1.0', 'RATED\\n  Ordered chicken roll recieved egg roll instead ..!! Totally disappointed with the order ..! If you want i can send the pic of egg roll..!! Want refund for the order'), ('Rated 5.0', 'RATED\\n  Food taste was awesome but kindly change the paper because it was stick to the roll'), ('Rated 1.0', 'RATED\\n  chicken was smelling a bit'), ('Rated 3.0', 'RATED\\n  Chicken roll was good in taste. But portion size is less'), ('Rated 1.0', 'RATED\\n  In double chicken egg roll egg was not there'), ('Rated 4.0', 'RATED\\n  gud'), ('Rated 1.0', 'RATED\\n  worst rolls, took so much time to delivery'), ('Rated 5.0', 'RATED\\n  Good'), ('Rated 5.0', 'RATED\\n  Good'), ('Rated 4.0', 'RATED\\n  Double egg doulde chicken is a must try from Kolkata Famous Kati Rolls.. The filling is super tasty.. loved it.. Value for money.\\n\\nYou can feel the tanginess of lemon juice to the chicken and sliced onion.. ??'), ('Rated 4.0', 'RATED\\n  Double egg double chicken Roll was simply perfect.. Just the way I was craving for.. Value for money..'), ('Rated 4.0', 'RATED\\n  gud vry gud'), ('Rated 5.0', 'RATED\\n  Best ever kolkata roll for reasonable price just loved it'), ('Rated 1.0', 'RATED\\n  not worth of money no taste at all')]","['Double Paneer Roll', 'Mixed Veg Paneer Roll', 'Egg Paneer Roll', 'Egg Chicken Roll', 'Double Chicken Roll', 'Double Egg Double Chicken Roll', 'Mixed Veg Roll', 'Paneer Roll', 'Double Paneer Roll', 'Mixed Veg Paneer Roll', 'Double Mixed Veg Roll', 'Egg Paneer Roll', 'Mixed Veg Egg Roll', 'Egg Roll', 'Double Egg Roll', 'Chicken Roll', 'Egg Chicken Roll', 'Double Chicken Roll', 'Double Egg Chicken Roll', 'Double Egg Double Chicken Roll']",Delivery,BTM
https://www.zomato.com/bangalore/sri-bhagya-grand-bannerghatta-road?context=eyJzZSI6eyJlIjpbIjE4NjA1NDA5IiwiMTg2MzIzNjEiLCI1ODY2NSIsIjE4NzcxMTU3IiwxODIzNzkwNSwiMTg1OTQ5MzciLCI1MzIzMCIsIjU3MDM5IiwiNTIyOTEiLCI1MDU4NCIsIjE4NDE0Mzc1IiwiMTg0MjI5MjQiLCIxNzk1NjY2NiIsIjE4OTI3ODEwIiwiNTQ3MjgiLCIxODM5Njk1MiIsIjYwODg2IiwiMTgzMTM1MTgiLCI1ODY2MyIsIjE4NjcyNzk0IiwiMTg2NTYwODkiLCIxODc3ODE1NCIsIjE4MzA1OTM1IiwiMTg1NzY4MTAiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJUTSJ9fQ==,"1065/A, 5th Cross, 13th Main, Vijaya Bank Layout, Bannerghatta Road, Bangalore",Sri Bhagya Grand,Yes,No,3.4/5,185,+91 9035066066,bannerghatta road,Casual Dining,"Pav Bhaji, Tea, Tandoori Roti, Coffee, Malai Kofta, Vada, Curd Rice","South Indian, North Indian, Chinese, Street Food, Beverages",450,"\"[('Rated 3.0', \"\"RATED\\n  A really good south indian restaurant. However",getting south india thali here is difficult. We wanted to have it atleast once but everytime I ask for it they deny citing some reason or the other. They instead offer north Indian thali. However,"for breakfast it is good. Juices and chaats are not that good. Even sandwiches are not great. Otherwise its a normal darshini type restaurant. Ala carte is also good but you won't get seats easily.\"\")",('Rated 4.0'
https://www.zomato.com/bangalore/kopper-pot-bannerghatta-road-bangalore?context=eyJzZSI6eyJlIjpbIjE4NDU3NjM2IiwiMTg0ODc2MTgiLCIxODYzNTc0MiIsIjE4NjM1MjQzIiwxODcwNjA1MSwiMTg3MTM4NDciLCIxODc4NDgyMiIsIjUyMTc5IiwiMTg0MTk4MjUiLCIxODU2MDczMiIsIjU3Njg1IiwiNTk1MTMiLCIxODcwMzcxMCIsIjE4NTkzNzc3IiwiMTg3MTQzOTEiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJUTSJ9fQ==,"Manpho Pavilion, Ranka Colony Road, Bilekahalli, Bannerghatta Road",Kopper Pot,No,No,,0,+91 7406681110,bannerghatta road,Bakery,,Bakery,500,[],[],Delivery,BTM
https://www.zomato.com/bangalore/mr-shawarma-bannerghatta-road?context=eyJzZSI6eyJlIjpbIjE4NTYwNzMyIiwiNTc2ODUiLCI1OTUxMyIsIjE4NzAzNzEwIiwxODU5Mzc3NywiMTg3MTQzOTEiLCIxODU0ODM3MCIsIjE4NTcxNjk5IiwiMTg0MjI4ODciLCI2MDAyNiIsIjE4MzU5NTUzIiwiMTg2ODIxNTQiLCIxODc5NTAwMSIsIjE4ODg4MzQxIiwiMTg2MjEwODIiLCIxODU1NTIyOCIsIjE4NDg3NDc5IiwiMTg5NDg5NjciLCIxODk0MzI1NCIsIjE4OTQ4OTUxIiwiMTg3MzMxNDMiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJUTSJ9fQ==,"16/19, KED 1st Cross, Opposite Bilal Majid, Gurupalpalya, Bannerghatta Road, Bangalore",Mr Shawarma,No,No,,0,+91 7676436005,bannerghatta road,Quick Bites,,Fast Food,200,[],[],Delivery,BTM
https://www.zomato.com/bangalore/food-feast-multicusine-restaurant-bannerghatta-road?context=eyJzZSI6eyJlIjpbIjU5NTEzIiwiMTg3MDM3MTAiLCIxODU5Mzc3NyIsIjE4NzE0MzkxIiwxODU0ODM3MCwiMTg1NzE2OTkiLCIxODQyMjg4NyIsIjYwMDI2IiwiMTgzNTk1NTMiLCIxODY4MjE1NCIsIjE4Nzk1MDAxIiwiMTg4ODgzNDEiLCIxODYyMTA4MiIsIjE4NTU1MjI4IiwiMTg0ODc0NzkiLCIxODk0ODk2NyIsIjE4OTQzMjU0IiwiMTg5NDg5NTEiLCIxODczMzE0MyJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQlRNIn19,"5, 1st Floor, Opposite Sana Supermarket, Vijaya Enclave, Vijaya Bank Layout, Bilekhalli, Bannerghatta Road, Bangalore",Food Feast Multicusine Restaurant,No,No,3.3/5,16,080 48535869,bannerghatta road,Quick Bites,,"North Indian, Chinese, Hyderabadi",600,"\"[('Rated 1.0', 'RATED\\n  This restaurant is closed... update your entries zomato\\nThis restaurant is closed... update your entries zomato\\nThis restaurant is closed... update your entries zomato\\n\\nreview for zomato - stupid character limit'), ('Rated 5.0', 'RATED\\n  Nice food and nice behavior of all staffs.'), ('Rated 1.0', 'RATED\\n  paneer is too tight and very less..curry test is like a nonveg curry .'), ('Rated 1.0', 'RATED\\n  Good quality is worst. I have given 500 rs. Delivery person told me to return 145 via Paytm, no money return yet pls tell them.'), ('Rated 4.5', 'RATED\\n  Fast delivery.Served fresh hot.\\nThava fish fry is very good .\\nQuality and quantity is very good.\\nReally good non veg restaurant around Belkahalli'), ('Rated 5.0', 'RATED\\n  When you really want ghar ka khana this is the place to order from.food is very tasty and reasonable.The food quality is great with superb presentation.the quantity of food is also good.customer service is very responsive..I recommend this to everyone its great value of money.a must visit place.deserves a 5 star rating.good restaurant to visit with your entire family.'), ('Rated 4.5', 'RATED\\n  Everyday I pass by this restaurant, because its just opposite to my grocery super market. Well today I saw they opened a Pani puri counter, Debleena Das is fond of it so no resistant. While she was trying I hear my homely Bengali conversion. Eventually I spoke to them and get to know about the food and hospitality. So I bought my grandmother to try it. And yes I admit they are awesome in service and hospitality. Food I won\\'t comment \"\"Bengali\"\" are the famous in food and taste.')]\"",[],Delivery,BTM
https://www.zomato.com/bangalore/sapid-bannerghatta-road-bangalore?context=eyJzZSI6eyJlIjpbIjE4NTcxNjk5IiwiMTg0MjI4ODciLCI2MDAyNiIsIjE4MzU5NTUzIiwxODY4MjE1NCwiMTg3OTUwMDEiLCIxODg4ODM0MSIsIjE4NjIxMDgyIiwiMTg1NTUyMjgiLCIxODQ4NzQ3OSIsIjE4OTQ4OTY3IiwiMTg5NDMyNTQiLCIxODk0ODk1MSIsIjE4NzMzMTQzIiwiMTgzMDQ3NDkiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJUTSJ9fQ==,"24/4, Nanda Gokul, Opposite Thayappa garden, Bilkanhalli, Bannerghatta Road, Bengaluru",Sapid,No,No,,0,+91 733831854,bannerghatta road,Delivery,,North Indian,250,[],[],Delivery,BTM
https://www.zomato.com/bangalore/deja-vu-resto-bar-bannerghatta-road?context=eyJzZSI6eyJlIjpbIjE4ODMzMDk5IiwiMTg2ODI3MjkiLCIxODY4NDM5OCIsIjE4NzE1NDE4Iiw1NDE2NSwiMTg3MjQ2ODQiLCIxODcyNzI3NCIsIjE4NzE5ODI3IiwiMTg3MDk1MzQiLCIxODcwMTc1NiIsIjE4ODAxNTc3IiwiMTg3MzMwMDUiLCIxODU5NzAwMSIsIjUxOTE2IiwiNTc4MzIiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJUTSJ9fQ==,"5th Floor, Gopalan Innovation Mall, Bannerghatta Road, Bangalore",Deja Vu Resto Bar,Yes,Yes,4.4/5,2493,+91 9632499855,bannerghatta road,Pub,"Gajar Ka Halwa, Chilli Chicken, Hara Bhara Kebab, Custard, Brownie, Sev Puri, Pasta","North Indian, Italian",900,"\"[('Rated 5.0', \"\"RATED\\n  It's a what not restaurant for me. Everything u think","it's there. Best buffet with affordable cost. Nice ambience n music. Staff r awesome. Vodka panipuri z a unique thing here. Pasta z yummy. For every occasion it's would b 1st choice of mine. Kids buffet is also there. I have been here more than 8 times. I strongly recommend ds place.\"\")",('Rated 4.0','RATED\n  This is a wonderful restaurant that serves great buffet at a good price and the spread is amazing. Have been here many times. They have great starters pasta and desserts live ice cream and chat counters. Ambience is good and staff are friendly. Gets crowded easily hence better to reserve a table.')
